ticker,name,market,currency,sector,sub_industry,headquarters,index_membership,snapshot_date,ticker_yahoo,currency_fixed
UMI,Umicore,EU,EUR,Chemicals,,Belgium,STOXX600,2026-05-22,UMI.BR,EUR
UN01,Uniper,EU,EUR,Utilities,,Germany,STOXX600,2026-05-22,UN01.DE,EUR
UNH,UnitedHealth Group,US,USD,Health Care,Managed Health Care,"Eden Prairie, Minnesota",SP500,2026-05-22,UNH,USD
UNP,Union Pacific Corporation,US,USD,Industrials,Rail Transportation,"Omaha, Nebraska",SP500,2026-05-22,UNP,USD
UPM,UPM-Kymmene,EU,EUR,Basic Resources,,Finland,STOXX600,2026-05-22,UPM.HE,EUR
UPS,United Parcel Service,US,USD,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",SP500,2026-05-22,UPS,USD
UPW,United Utilities,EU,EUR,Utilities,,United Kingdom,STOXX600,2026-05-22,UPW.L,GBP
URI,United Rentals,US,USD,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",SP500,2026-05-22,URI,USD
URW,Unibail-Rodamco-Westfield,EU,EUR,Real Estate,,France,STOXX600,2026-05-22,URW.PA,EUR
USB,U.S. Bancorp,US,USD,Financials,Diversified Banks,"Minneapolis, Minnesota",SP500,2026-05-22,USB,USD
UTG,Unite Group,EU,EUR,Real Estate,,United Kingdom,STOXX600,2026-05-22,UTG.L,GBP
V,Visa Inc.,US,USD,Financials,Transaction & Payment Processing Services,"San Francisco, California",SP500,2026-05-22,V,USD
VACN,VAT Group,EU,EUR,Industrial Goods and Services,,Switzerland,STOXX600,2026-05-22,VACN.SW,CHF
VALMT,Valmet,EU,EUR,Industrial Goods and Services,,Finland,STOXX600,2026-05-22,VALMT.HE,EUR
VAR1,Varta,EU,EUR,Industrial Goods and Services,,Germany,STOXX600,2026-05-22,VAR1.DE,EUR
VCT,Vicat,EU,EUR,Construction and Materials,,France,STOXX600,2026-05-22,VCT.PA,EUR
VEEV,Veeva Systems,US,USD,Health Care,Health Care Technology,"Pleasanton, California",SP500,2026-05-22,VEEV,USD
VER,Verbund,EU,EUR,Utilities,,Austria,STOXX600,2026-05-22,VER.VI,EUR
VESTAS,Vestas,EU,EUR,Energy,,Denmark,STOXX600,2026-05-22,VESTAS.CO,DKK
VICI,Vici Properties,US,USD,Real Estate,Hotel & Resort REITs,"New York City, New York",SP500,2026-05-22,VICI,USD
VIE,Veolia,EU,EUR,Utilities,,France,STOXX600,2026-05-22,VIE.PA,EUR
VIG,Vienna Insurance Group,EU,EUR,Insurance,,Austria,STOXX600,2026-05-22,VIG.VI,EUR
VITR,Vitrolife,EU,EUR,Health Care,,Sweden,STOXX600,2026-05-22,VITR.ST,SEK
VIV,Vivendi,EU,EUR,Media,,France,STOXX600,2026-05-22,VIV.PA,EUR
VK,Vallourec,EU,EUR,Basic Resources,,France,STOXX600,2026-05-22,VK.PA,EUR
VLO,Valero Energy,US,USD,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",SP500,2026-05-22,VLO,USD
VLTO,Veralto,US,USD,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts",SP500,2026-05-22,VLTO,USD
VMC,Vulcan Materials Company,US,USD,Materials,Construction Materials,"Birmingham, Alabama",SP500,2026-05-22,VMC,USD
VNA,Vonovia,EU,EUR,Real Estate,,Germany,STOXX600,2026-05-22,VNA.DE,EUR
VOD,Vodafone Group,EU,EUR,Telecommunications,,United Kingdom,STOXX600,2026-05-22,VOD.L,GBP
VOE,Voestalpine,EU,EUR,Basic Resources,,Austria,STOXX600,2026-05-22,VOE.VI,EUR
VOLV B,Volvo Group,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,VOLV-B.ST,SEK
VPK,Vopak,EU,EUR,Industrial Goods and Services,,Netherlands,STOXX600,2026-05-22,VPK.AS,EUR
VPLAY B,Viaplay,EU,EUR,Media,,Sweden,STOXX600,2026-05-22,VPLAY-B.ST,SEK
VRSK,Verisk Analytics,US,USD,Industrials,Research & Consulting Services,"Jersey City, New Jersey",SP500,2026-05-22,VRSK,USD
VRSN,Verisign,US,USD,Information Technology,Internet Services & Infrastructure,"Reston, Virginia",SP500,2026-05-22,VRSN,USD
VRT,Vertiv,US,USD,Industrials,Electrical Components & Equipment,"Westerville, Ohio",SP500,2026-05-22,VRT,USD
VRTX,Vertex Pharmaceuticals,US,USD,Health Care,Biotechnology,"Boston, Massachusetts",SP500,2026-05-22,VRTX,USD
VST,Vistra Corp.,US,USD,Utilities,Electric Utilities,"Irving, Texas",SP500,2026-05-22,VST,USD
VTR,Ventas,US,USD,Real Estate,Health Care REITs,"Chicago, Illinois",SP500,2026-05-22,VTR,USD
VTRS,Viatris,US,USD,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",SP500,2026-05-22,VTRS,USD
VZ,Verizon,US,USD,Communication Services,Integrated Telecommunication Services,"New York City, New York",SP500,2026-05-22,VZ,USD
WAB,Wabtec,US,USD,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania",SP500,2026-05-22,WAB,USD
WAT,Waters Corporation,US,USD,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts",SP500,2026-05-22,WAT,USD
WBD,Warner Bros. Discovery,US,USD,Communication Services,Broadcasting,"New York City, New York",SP500,2026-05-22,WBD,USD
WDAY,"Workday, Inc.",US,USD,Information Technology,Application Software,"Pleasanton, California",SP500,2026-05-22,WDAY,USD
WDC,Western Digital,US,USD,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",SP500,2026-05-22,WDC,USD
WDP,Warehouses De Pauw,EU,EUR,Real Estate,,Belgium,STOXX600,2026-05-22,WDP.BR,EUR
WEC,WEC Energy Group,US,USD,Utilities,Electric Utilities,"Milwaukee, Wisconsin",SP500,2026-05-22,WEC,USD
WEIR,Weir Group,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,WEIR.L,GBP
WELL,Welltower,US,USD,Real Estate,Health Care REITs,"Toledo, Ohio",SP500,2026-05-22,WELL,USD
WEND,Wendel,EU,EUR,Financial Services,,France,STOXX600,2026-05-22,WEND.PA,EUR
WFC,Wells Fargo,US,USD,Financials,Diversified Banks,"San Francisco, California",SP500,2026-05-22,WFC,USD
WIE,Wienerberger,EU,EUR,Construction and Materials,,Austria,STOXX600,2026-05-22,WIE.VI,EUR
WIHL,Wihlborgs Fastigheter,EU,EUR,Real Estate,,Sweden,STOXX600,2026-05-22,WIHL.ST,SEK
WISE,Wise,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,WISE.L,GBP
WKL,Wolters Kluwer,EU,EUR,Media,,Netherlands,STOXX600,2026-05-22,WKL.AS,EUR
WLN,Worldline,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,WLN.PA,EUR
WM,Waste Management,US,USD,Industrials,Environmental & Facilities Services,"Houston, Texas",SP500,2026-05-22,WM,USD
WMB,Williams Companies,US,USD,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",SP500,2026-05-22,WMB,USD
WMT,Walmart,US,USD,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas",SP500,2026-05-22,WMT,USD
WPP,WPP,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,WPP.L,GBP
WRB,W. R. Berkley Corporation,US,USD,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",SP500,2026-05-22,WRB,USD
WSM,"Williams-Sonoma, Inc.",US,USD,Consumer Discretionary,Homefurnishing Retail,"San Francisco, California",SP500,2026-05-22,WSM,USD
WST,West Pharmaceutical Services,US,USD,Health Care,Health Care Supplies,"Exton, Pennsylvania",SP500,2026-05-22,WST,USD
WTB,Whitbread,EU,EUR,Travel and Leisure,,United Kingdom,STOXX600,2026-05-22,WTB.L,GBP
WTW,Willis Towers Watson,US,USD,Financials,Insurance Brokers,"London, United Kingdom",SP500,2026-05-22,WTW,USD
WY,Weyerhaeuser,US,USD,Real Estate,Timber REITs,"Seattle, Washington",SP500,2026-05-22,WY,USD
WYNN,Wynn Resorts,US,USD,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",SP500,2026-05-22,WYNN,USD
XEL,Xcel Energy,US,USD,Utilities,Multi-Utilities,"Minneapolis, Minnesota",SP500,2026-05-22,XEL,USD
XOM,ExxonMobil,US,USD,Energy,Integrated Oil & Gas,"Irving, Texas",SP500,2026-05-22,XOM,USD
XYL,Xylem Inc.,US,USD,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York",SP500,2026-05-22,XYL,USD
XYZ,"Block, Inc.",US,USD,Financials,Transaction & Payment Processing Services,none,SP500,2026-05-22,XYZ,USD
YAR,Yara International,EU,EUR,Chemicals,,Norway,STOXX600,2026-05-22,YAR.OL,NOK
YUM,Yum! Brands,US,USD,Consumer Discretionary,Restaurants,"Louisville, Kentucky",SP500,2026-05-22,YUM,USD
ZAL,Zalando,EU,EUR,Retail,,Germany,STOXX600,2026-05-22,ZAL.DE,EUR
ZBH,Zimmer Biomet,US,USD,Health Care,Health Care Equipment,"Warsaw, Indiana",SP500,2026-05-22,ZBH,USD
ZBRA,Zebra Technologies,US,USD,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",SP500,2026-05-22,ZBRA,USD
ZTS,Zoetis,US,USD,Health Care,Pharmaceuticals,"Parsippany, New Jersey",SP500,2026-05-22,ZTS,USD
ZURN,Zurich Insurance Group,EU,EUR,Insurance,,Switzerland,STOXX600,2026-05-22,ZURN.SW,CHF
